l_russian:
 PROV1:0 "Рим"
 PROV1964_hellenic:0 "Мелос"
 PROV1969_hellenic:0 "Левкофрис"
 PROV1973_hellenic:0 "Милет"
 PROV1974_hellenic:0 "Самос"
 PROV1980_hellenic:0 "Хрисаорида"
 PROV1981_hellenic:0 "Галикарнасск"
 PROV1894_hellenic:0 "Ольба"
 PROV1985_hellenic:0 "Каллиполь Карийский"
 PROV1987_hellenic:0 "Книд"
 PROV1988_hellenic:0 "Кремна"
 PROV1989_hellenic:0 "Кавн"
 PROV1992_hellenic:0 "Тельмесс"
 PROV1995_hellenic:0 "Ксанф"
 PROV2219_hellenic:0 "Ниодунон"
 PROV2319_hellenic:0 "Фелина"
 PROV2256_hellenic:0 "Нарбон"
 PROV2257_hellenic:0 "Рускинон"
 PROV2260_hellenic:0 "Агафа"
 PROV2264_hellenic:0 "Клодиана"
 PROV2314_hellenic:0 "Немавс"
 PROV2325_hellenic:0 "Массалия"
 PROV2336_hellenic:0 "Лисс"
 PROV2459_hellenic:0 "Уиндинон"
 PROV3028_hellenic:0 "Кастеллон"
 PROV3061_hellenic:0 "Тингий"
 PROV3062_hellenic:0 "Ликс"
 PROV3063_hellenic:0 "Тамузида"
 PROV3064_hellenic:0 "Юлия Констанция Зилиль"
 PROV3065_hellenic:0 "Фригидида"
 PROV3070_hellenic:0 "Баназа"
 PROV3080_hellenic:0 "Риссадирон"
 PROV3086_hellenic:0 "Сига"
 PROV3108_hellenic:0 "Картенны"
 PROV3118_hellenic:0 "Икосион"
 PROV3120_hellenic:0 "Рустонион"
 PROV3121_hellenic:0 "Кисса"
 PROV3122_hellenic:0 "Иомнион"
 PROV3123_hellenic:0 "Русазус"
 PROV3125_hellenic:0 "Келетрон"
 PROV3161_hellenic:0 "Куллу"
 PROV3163_hellenic:0 "Кирта"
 PROV3223_hellenic:0 "Калама"
 PROV3225_hellenic:0 "Гиппо-Базилик"
 PROV3227_hellenic:0 "Русикада"
 PROV3230_hellenic:0 "Таврака"
 PROV3234_hellenic:0 "Сикка"
 PROV3238_hellenic:0 "Ксама"
 PROV3245_hellenic:0 "Неаполь"
 PROV3256_hellenic:0 "Кархедон"
 PROV3257_hellenic:0 "Итики"
 PROV3258_hellenic:0 "Гиппо-Диаррит"
 PROV3261_hellenic:0 "Тизика"
 PROV3264_hellenic:0 "Вага"
 PROV3276_hellenic:0 "Адриметон"
 PROV3277_hellenic:0 "Лептис-Микра"
 PROV3278_hellenic:0 "Фапс"
 PROV3280_hellenic:0 "Ахолла"
 PROV3284_hellenic:0 "Керкена"
 PROV3291_hellenic:0 "Такапы"
 PROV3294_hellenic:0 "Типаза"
 PROV3300_hellenic:0 "Локры"
 PROV3301_hellenic:0 "Авротонон"
 PROV3303_hellenic:0 "Ия"
 PROV3306_hellenic:0 "Лептис-Мегале"
 PROV3324_hellenic:0 "Кинипс"
 PROV3333_hellenic:0 "Сирт"
 PROV3334_hellenic:0 "Харакс"
 PROV3338_hellenic:0 "Филенон Бомы"
 PROV3340_hellenic:0 "Медрион"
 PROV3342_hellenic:0 "Кенон"
 PROV3343_hellenic:0 "Корникланон"
 PROV3344_hellenic:0 "Сепареон"
 PROV3351_hellenic:0 "Херекла"
 PROV3352_hellenic:0 "Кавкалу Коме"
 PROV3353_hellenic:0 "Таухера"
 PROV3354_hellenic:0 "Лимане Барке"
 PROV3357_hellenic:0 "Барка"
 PROV3359_hellenic:0 "Балагры"
 PROV3360_hellenic:0 "Кирена"
 PROV3361_hellenic:0 "Аполлония Киренаикская"
 PROV3366_hellenic:0 "Палиур"
 PROV3368_hellenic:0 "Батрах"
 PROV3370_hellenic:0 "Антипирг"
 PROV3371_hellenic:0 "Крифанион"
 PROV3372_hellenic:0 "Менелай"
 PROV3373_hellenic:0 "Плинос-Лимен"
 PROV3374_hellenic:0 "Энесисфира"
 PROV3375_hellenic:0 "Хеттая"
 PROV3476_hellenic:0 "Пнигей"
 PROV3378_hellenic:0 "Паретонион"
 PROV3379_hellenic:0 "Мыс Каллиада"
 PROV3380_hellenic:0 "Левка Акта Киренаика"
 PROV3439_hellenic:0 "Гекатомпил"
 PROV3481_hellenic:0 "Солки"
 PROV3484_hellenic:0 "Каралида"
 PROV3488_hellenic:0 "Солки Турренике"
 PROV3493_hellenic:0 "Фаррос"
 PROV3494_hellenic:0 "Корнос"
 PROV3497_hellenic:0 "Гермей Акрон"
 PROV3499_hellenic:0 "Нимфей Лимен"
 PROV3500_hellenic:0 "Пиргос Либисонос"
 PROV3504_hellenic:0 "Ольбия Сандалиотская"
 PROV3506_hellenic:0 "Виниолы"
 PROV3507_hellenic:0 "Рубра"
 PROV3508_hellenic:0 "Фикария"
 PROV3509_hellenic:0 "Паука"
 PROV3510_hellenic:0 "Уркиний"
 PROV3511_hellenic:0 "Алука"
 PROV3512_hellenic:0 "Ропикон"
 PROV3513_hellenic:0 "Кентуринон"
 PROV3514_hellenic:0 "Мариана"
 PROV3515_hellenic:0 "Алалия"
 PROV3516_hellenic:0 "Сермигий"
 PROV3517_hellenic:0 "Тавроэнтий"
 PROV3518_hellenic:0 "Альбиоки"
 PROV3541_hellenic:0 "Агафон"
 PROV3544_hellenic:0 "Никея Галатская"
 PROV3545_hellenic:0 "Моникос"
 PROV3549_hellenic:0 "Сталия"
 PROV3582_hellenic:0 "Кремона"
 PROV3584_hellenic:0 "Уирон"
 PROV3593_hellenic:0 "Адрия"
 PROV3596_hellenic:0 "Викетия"
 PROV3598_hellenic:0 "Альтинон"
 PROV3602_hellenic:0 "Конкурдия"
 PROV3606_hellenic:0 "Акилийя"
 PROV4307_hellenic:0 "Маркеллы"
 PROV4018_hellenic:0 "Тергеста"
 PROV4019_hellenic:0 "Паренф"
 PROV4020_hellenic:0 "Полы"
 PROV4043_hellenic:0 "Кландата"
 PROV4054_hellenic:0 "Иадасса"
 PROV4057_hellenic:0 "Бурнион"
 PROV4058_hellenic:0 "Скардон"
 PROV4059_hellenic:0 "Синодион"
 PROV4060_hellenic:0 "Трагурион"
 PROV4061_hellenic:0 "Сплавнон"
 PROV4062_hellenic:0 "Салоны"
 PROV4063_hellenic:0 "Осинион"
 PROV4065_hellenic:0 "Салуя"
 PROV4066_hellenic:0 "Дельминион"
 PROV4074_hellenic:0 "Серуветион"
 PROV4081_hellenic:0 "Эдисида"
 PROV4083_hellenic:0 "Дилентон"
 PROV4084_hellenic:0 "Фарос"
 PROV4085_hellenic:0 "Эпидавр Иллирийский"
 PROV4088_hellenic:0 "Ризон"
 PROV4089_hellenic:0 "Диоклея"
 PROV4090_hellenic:0 "Бутея"
 PROV4091_hellenic:0 "Аскривион"
 PROV4096_hellenic:0 "Скупы"
 PROV4153_hellenic:0 "Парикополь"
 PROV4237_hellenic:0 "Никополь"
 PROV4248_hellenic:0 "Одессос"
 PROV4249_hellenic:0 "Круны"
 PROV4254_hellenic:0 "Каллатида"
 PROV4371_hellenic:0 "Александрия на Инде"
 PROV4372_hellenic:0 "Александрия Согдийская"
 PROV4513_hellenic:0 "Истр"
 PROV4516_hellenic:0 "Ограм"
 PROV4521_hellenic:0 "Новиодун"
 PROV4524_hellenic:0 "Эполион"
 PROV4526_hellenic:0 "Никонион"
 PROV4528_hellenic:0 "Скопулы"
 PROV4542_hellenic:0 "Неаполь Таврический"
 PROV4545_hellenic:0 "Кимус"
 PROV4547_hellenic:0 "Таврика"
 PROV4548_hellenic:0 "Киммерия"
 PROV4549_hellenic:0 "Пантикапей"
 PROV4550_hellenic:0 "Киммерикон"
 PROV4918_hellenic:0 "Лептон"
 PROV4922_hellenic:0 "Экронон"
 PROV4959_hellenic:0 "Александрия в Кармании"
 PROV4963_hellenic:0 "Лаодикея"
 PROV4991_hellenic:0 "Раги"
 PROV4992_hellenic:0 "Пилы"
 PROV4993_hellenic:0 "Апамея Рагиана"
 PROV5505_hellenic:0 "Амура"
 PROV5515_hellenic:0 "Скиаминия"
 PROV5531_hellenic:0 "Зеpес"
 PROV5532_hellenic:0 "Псенерос"
 PROV5537_hellenic:0 "Аммон"
 PROV5544_hellenic:0 "Герон"
 PROV5551_hellenic:0 "Уариас"
 PROV5553_hellenic:0 "Граянт"
 PROV5554_hellenic:0 "Санос"
 PROV5555_hellenic:0 "Карнаса"
 PROV6518_hellenic:0 "Профтазия"
 PROV6541_hellenic:0 "Александрия в Арахосии"
 PROV6552_hellenic:0 "Александрия в Дрангиане"
 PROV6557_hellenic:0 "Александрия в Ариане"
 PROV6611_hellenic:0 "Александрия Кавказская"
 PROV6615_hellenic:0 "Александрия в Опиане"
 PROV6620_hellenic:0 "Рамбакия"
 PROV6668_hellenic:0 "Александрия в Маргиане"
 PROV6686_hellenic:0 "Александрия Тармита"
 PROV6688_hellenic:0 "Александрия на Оксе"
 PROV6704_hellenic:0 "Александрия Эсхата"
 PROV7202_hellenic:0 "Тилос"
 PROV7485_hellenic:0 "Александрия на Гифазисе"
 PROV7517_hellenic:0 "Ольбия Эпидирес"
 PROV7798_hellenic:0 "Элатея"
 PROV7799_hellenic:0 "Форик"
 PROV7803_hellenic:0 "Калидон"
 PROV7837_hellenic:0 "Мегара Иблейская"
 PROV7838_hellenic:0 "Кенторипа"
 PROV7839_hellenic:0 "Капитион"
 PROV7840_hellenic:0 "Мены"
 PROV7841_hellenic:0 "Митистратон"
 PROV7842_hellenic:0 "Солус"
 PROV7843_hellenic:0 "Адранон"
 PROV1006_iberia:0 "Баркено"
 PROV1016_iberia:0 "Калагуррида"
 PROV1030_iberia:0 "Салдуя"
 PROV1036_iberia:0 "Мастия"
 PROV1060_iberia:0 "Либика"
 PROV1316_iberia:0 "Эбуробрикион"
 PROV1325_iberia:0 "Пакенсия"
 PROV1333_iberia:0 "Лакобрига"
 PROV1335_iberia:0 "Бальса"
 PROV1483_iberia:0 "Талабрига"
 PROV1_latin:0 "Рим"
 PROV2_latin:0 "Тибур"
 PROV3_latin:0 "Лавиний"
 PROV4_latin:0 "Цирцеи"
 PROV5_latin:0 "Фунди"
 PROV6_latin:0 "Капуя"
 PROV8_latin:0 "Сатикула"
 PROV9_latin:0 "Помпеи"
 PROV10_latin:0 "Салерн"
 PROV11_latin:0 "Пестум"
 PROV12_latin:0 "Велия"
 PROV14_latin:0 "Пирги"
 PROV16_latin:0 "Вейи"
 PROV17_latin:0 "Тарквиния"
 PROV18_latin:0 "Непета"
 PROV19_latin:0 "Карсеолы"
 PROV20_latin:0 "Курис"
 PROV21_latin:0 "Визентий"
 PROV22_latin:0 "Вульчи"
 PROV23_latin:0 "Некуинум"
 PROV24_latin:0 "Пелтуин"
 PROV25_latin:0 "Норба"
 PROV26_latin:0 "Фрегеллы"
 PROV27_latin:0 "Фуценс"
 PROV28_latin:0 "Корфиний"
 PROV29_latin:0 "Гистоний"
 PROV30_latin:0 "Ауфидена"
 PROV31_latin:0 "Венафр"
 PROV32_latin:0 "Бовиан"
 PROV33_latin:0 "Корнелианы"
 PROV34_latin:0 "Иуванум"
 PROV36_latin:0 "Теан Апулийский"
 PROV37_latin:0 "Лукерия"
 PROV38_latin:0 "Сипонт"
 PROV39_latin:0 "Канузий"
 PROV40_latin:0 "Нола"
 PROV41_latin:0 "Беневент"
 PROV42_latin:0 "Венузия"
 PROV43_latin:0 "Компса"
 PROV44_latin:0 "Тутик"
 PROV45_latin:0 "Аускул"
 PROV46_latin:0 "Потенция"
 PROV47_latin:0 "Вольки"
 PROV48_latin:0 "Тервент"
 PROV49_latin:0 "Герум"
 PROV50_latin:0 "Урий"
 PROV51_latin:0 "Лаос"
 PROV52_latin:0 "Фурии"
 PROV53_latin:0 "Грумент"
 PROV54_latin:0 "Гераклея"
 PROV55_latin:0 "Метапонт"
 PROV56_latin:0 "Тарент"
 PROV57_latin:0 "Брундизий"
 PROV58_latin:0 "Бардулы"
 PROV59_latin:0 "Консилин"
 PROV60_latin:0 "Банция"
 PROV62_latin:0 "Ментурия"
 PROV63_latin:0 "Каллиполь"
 PROV64_latin:0 "Гидрунт"
 PROV65_latin:0 "Лупии"
 PROV66_latin:0 "Барий"
 PROV67_latin:0 "Эгнация"
 PROV68_latin:0 "Тур"
 PROV69_latin:0 "Нациол"
 PROV70_latin:0 "Сильвий"
 PROV71_latin:0 "Стиглиан"
 PROV72_latin:0 "Регий"
 PROV73_latin:0 "Локры"
 PROV74_latin:0 "Стилаций"
 PROV75_latin:0 "Иппоний"
 PROV76_latin:0 "Темпса"
 PROV77_latin:0 "Консенция"
 PROV78_latin:0 "Кротон"
 PROV79_latin:0 "Петелия"
 PROV81_latin:0 "Тавромений"
 PROV82_latin:0 "Катана"
 PROV83_latin:0 "Леонтины"
 PROV84_latin:0 "Сиракузы"
 PROV85_latin:0 "Гела"
 PROV86_latin:0 "Агригент"
 PROV87_latin:0 "Акры"
 PROV88_latin:0 "Мурганция"
 PROV89_latin:0 "Энна"
 PROV90_latin:0 "Гипана"
 PROV91_latin:0 "Гераклея Минойская"
 PROV92_latin:0 "Эгеста"
 PROV93_latin:0 "Селинунт"
 PROV94_latin:0 "Лилибей"
 PROV96_latin:0 "Панорм"
 PROV97_latin:0 "Термы Гимерийские"
 PROV98_latin:0 "Кефаледий"
 PROV100_latin:0 "Калакта"
 PROV101_latin:0 "Камарина"
 PROV104_latin:0 "Амитерн"
 PROV105_latin:0 "Требула"
 PROV107_latin:0 "Интерамна"
 PROV109_latin:0 "Аскул"
 PROV110_latin:0 "Септемпеда"
 PROV111_latin:0 "Пицен"
 PROV112_latin:0 "Теламон"
 PROV113_latin:0 "Авриния"
 PROV117_latin:0 "Анкона"
 PROV118_latin:0 "Кингул"
 PROV119_latin:0 "Сентин"
 PROV120_latin:0 "Перузия"
 PROV122_latin:0 "Урбин"
 PROV123_latin:0 "Игувий"
 PROV124_latin:0 "Кортона"
 PROV126_latin:0 "Популоний"
 PROV127_latin:0 "Ильва"
 PROV133_latin:0 "Аримин"
 PROV142_latin:0 "Равенна"
 PROV144_latin:0 "Спина"
 PROV147_latin:0 "Фавенция"
 PROV148_latin:0 "Попилии"
 PROV162_latin:0 "Олимп"
 PROV165_latin:0 "Ольбия Памфилийская"
 PROV167_latin:0 "Педнелисс"
 PROV168_latin:0 "Аспенд"
 PROV170_latin:0 "Термесс"
 PROV172_latin:0 "Комана"
 PROV174_latin:0 "Конгусс"
 PROV177_latin:0 "Лаодикея Комбуста"
 PROV179_latin:0 "Филомелий"
 PROV183_latin:0 "Аморий"
 PROV184_latin:0 "Доцимий"
 PROV185_latin:0 "Ипс"
 PROV186_latin:0 "Эвкарпия"
 PROV188_latin:0 "Пессинунт"
 PROV189_latin:0 "Гордий"
 PROV190_latin:0 "Цинна"
 PROV194_latin:0 "Анкира"
 PROV195_latin:0 "Болекасг"
 PROV197_latin:0 "Сармалий"
 PROV201_latin:0 "Кланей"
 PROV202_latin:0 "Кискисс"
 PROV204_latin:0 "Экоброгида"
 PROV206_latin:0 "Эгел"
 PROV207_latin:0 "Гераклея Понтийская"
 PROV208_latin:0 "Сезамус"
 PROV209_latin:0 "Тиус"
 PROV214_latin:0 "Прозилеммена"
 PROV219_latin:0 "Вифиниум"
 PROV220_latin:0 "Карус Вик"
 PROV224_latin:0 "Июлиополь"
 PROV233_latin:0 "Прусий"
 PROV234_latin:0 "Хелы"
 PROV235_latin:0 "Трикомия"
 PROV236_latin:0 "Тарс"
 PROV237_latin:0 "Эмбол"
 PROV238_latin:0 "Дия"
 PROV239_latin:0 "Псиллий"
 PROV240_latin:0 "Халкидон"
 PROV243_latin:0 "Аскат"
 PROV244_latin:0 "Никея"
 PROV245_latin:0 "Прусий на Море"
 PROV246_latin:0 "Стробилус"
 PROV248_latin:0 "Мирлея"
 PROV250_latin:0 "Эльге"
 PROV252_latin:0 "Кизик"
 PROV253_latin:0 "Даскилий"
 PROV255_latin:0 "Парий"
 PROV256_latin:0 "Лампсак"
 PROV257_latin:0 "Илий"
 PROV258_latin:0 "Александрия Троадская"
 PROV259_latin:0 "Ассус"
 PROV261_latin:0 "Абидус"
 PROV262_latin:0 "Колона"
 PROV263_latin:0 "Накс"
 PROV266_latin:0 "Родос"
 PROV268_latin:0 "Скепсис"
 PROV270_latin:0 "Лемнос"
 PROV273_latin:0 "Стратоникея Лидийская"
 PROV274_latin:0 "Фиатира"
 PROV277_latin:0 "Скир"
 PROV278_latin:0 "Пергам"
 PROV279_latin:0 "Элея"
 PROV280_latin:0 "Карпаф"
 PROV281_latin:0 "Адрамиттий"
 PROV282_latin:0 "Гераклея Эолическая"
 PROV283_latin:0 "Митилена"
 PROV284_latin:0 "Эрес"
 PROV285_latin:0 "Кимы"
 PROV286_latin:0 "Хиус"
 PROV288_latin:0 "Теус"
 PROV289_latin:0 "Эрифры"
 PROV290_latin:0 "Эфес"
 PROV291_latin:0 "Колофон"
 PROV292_latin:0 "Сарды"
 PROV293_latin:0 "Милукома"
 PROV297_latin:0 "Имбр"
 PROV298_latin:0 "Ахея"
 PROV301_latin:0 "Силанд"
 PROV302_latin:0 "Кади"
 PROV307_latin:0 "Багеис"
 PROV308_latin:0 "Блаундус"
 PROV309_latin:0 "Акмония"
 PROV310_latin:0 "Лерус"
 PROV314_latin:0 "Наколея"
 PROV315_latin:0 "Дорилей"
 PROV316_latin:0 "Мидей"
 PROV317_latin:0 "Котиэй"
 PROV319_latin:0 "Аэзани"
 PROV328_latin:0 "Окрист"
 PROV330_latin:0 "Карпасия"
 PROV332_latin:0 "Цитиум"
 PROV333_latin:0 "Соли Кипрский"
 PROV334_latin:0 "Пафус"
 PROV335_latin:0 "Лапетус"
 PROV336_latin:0 "Тамасус"
 PROV338_latin:0 "Аматус"
 PROV342_latin:0 "Сальмидессус"
 PROV344_latin:0 "Пресус"
 PROV346_latin:0 "Перинфус"
 PROV349_latin:0 "Сестус"
 PROV350_latin:0 "Лисимахея"
 PROV351_latin:0 "Элевтерна"
 PROV354_latin:0 "Энус"
 PROV355_latin:0 "Иерапитна"
 PROV356_latin:0 "Фасус"
 PROV358_latin:0 "Кносс"
 PROV359_latin:0 "Ликт"
 PROV360_latin:0 "Порсулы"
 PROV363_latin:0 "Неаполь Фракийский"
 PROV365_latin:0 "Амфиполь"
 PROV366_latin:0 "Трагил"
 PROV367_latin:0 "Кидония"
 PROV368_latin:0 "Полиррения"
 PROV372_latin:0 "Корий"
 PROV373_latin:0 "Фессалоникия"
 PROV374_latin:0 "Калиндои"
 PROV375_latin:0 "Амург"
 PROV376_latin:0 "Кассандрия"
 PROV377_latin:0 "Аканф"
 PROV379_latin:0 "Пелла"
 PROV380_latin:0 "Диум"
 PROV381_latin:0 "Бероея"
 PROV383_latin:0 "Эвроп"
 PROV388_latin:0 "Гонн"
 PROV389_latin:0 "Ларисса"
 PROV390_latin:0 "Феры"
 PROV391_latin:0 "Деметрий"
 PROV392_latin:0 "Кастанея"
 PROV394_latin:0 "Фарсал"
 PROV395_latin:0 "Трикка"
 PROV396_latin:0 "Эхалия"
 PROV398_latin:0 "Галус"
 PROV400_latin:0 "Элимий"
 PROV401_latin:0 "Гипата"
 PROV402_latin:0 "Опунт"
 PROV403_latin:0 "Гистея"
 PROV404_latin:0 "Олооссон"
 PROV405_latin:0 "Стуберра"
 PROV406_latin:0 "Антедум"
 PROV407_latin:0 "Халкида"
 PROV408_latin:0 "Целлис"
 PROV409_latin:0 "Карист"
 PROV410_latin:0 "Эхалия Эвбейская"
 PROV411_latin:0 "Гераклея Линцестис"
 PROV412_latin:0 "Лихнид"
 PROV413_latin:0 "Ороп"
 PROV414_latin:0 "Никополь-на-Месте"
 PROV415_latin:0 "Диррахий"
 PROV416_latin:0 "Афины"
 PROV418_latin:0 "Коринф"
 PROV419_latin:0 "Гитаны"
 PROV420_latin:0 "Пепарет"
 PROV421_latin:0 "Финикия"
 PROV423_latin:0 "Орхомен"
 PROV426_latin:0 "Фивы"
 PROV428_latin:0 "Эгея"
 PROV429_latin:0 "Эпидавр Лимерум"
 PROV430_latin:0 "Гитий"
 PROV431_latin:0 "Мессена"
 PROV432_latin:0 "Мофона"
 PROV433_latin:0 "Лепрей"
 PROV434_latin:0 "Патры"
 PROV435_latin:0 "Герея"
 PROV437_latin:0 "Сериф"
 PROV438_latin:0 "Мантинейск"
 PROV441_latin:0 "Эпидавр"
 PROV442_latin:0 "Эгина"
 PROV443_latin:0 "Кинф"
 PROV444_latin:0 "Эгей"
 PROV445_latin:0 "Антифры"
 PROV447_latin:0 "Сир"
 PROV448_latin:0 "Стимфалия"
 PROV449_latin:0 "Клейтор"
 PROV450_latin:0 "Кифант"
 PROV451_latin:0 "Трезен"
 PROV452_latin:0 "Тен"
 PROV453_latin:0 "Тапосирис-Магна"
 PROV455_latin:0 "Дималл"
 PROV456_latin:0 "Терм"
 PROV457_latin:0 "Навпакт"
 PROV458_latin:0 "Халеум"
 PROV459_latin:0 "Лефкас"
 PROV460_latin:0 "Закинф"
 PROV461_latin:0 "Кефаллания"
 PROV462_latin:0 "Страт"
 PROV463_latin:0 "Тирий"
 PROV464_latin:0 "Кассопа"
 PROV465_latin:0 "Амбракия"
 PROV466_latin:0 "Эхалия Этолийская"
 PROV467_latin:0 "Орик"
 PROV468_latin:0 "Теспии"
 PROV469_latin:0 "Таумаки"
 PROV470_latin:0 "Керкира"
 PROV472_latin:0 "Цеос"
 PROV473_latin:0 "Левктр"
 PROV474_latin:0 "Омфалий"
 PROV475_latin:0 "Гераклея Этолийская"
 PROV476_latin:0 "Пассарум"
 PROV477_latin:0 "Сердика"
 PROV481_latin:0 "Анхиал"
 PROV482_latin:0 "Аполлония Понтийская"
 PROV490_latin:0 "Плотинополь"
 PROV493_latin:0 "Перперикон"
 PROV497_latin:0 "Гераклея Синтика"
 PROV498_latin:0 "Скаптопара"
 PROV501_latin:0 "Солис Оппидум"
 PROV503_latin:0 "Бубастис"
 PROV505_latin:0 "Клисма"
 PROV506_latin:0 "Клеопатрис"
 PROV509_latin:0 "Пелусий"
 PROV510_latin:0 "Дафны"
 PROV511_latin:0 "Фагуса"
 PROV515_latin:0 "Навкратис"
 PROV516_latin:0 "Александрия"
 PROV518_latin:0 "Бут"
 PROV521_latin:0 "Себенит"
 PROV522_latin:0 "Диосполь Като"
 PROV523_latin:0 "Пахнемунис"
 PROV524_latin:0 "Фарбет"
 PROV529_latin:0 "Каноп"
 PROV530_latin:0 "Больбитин"
 PROV531_latin:0 "Псенемфея"
 PROV535_latin:0 "Острацина"
 PROV536_latin:0 "Вавилон Египеский"
 PROV539_latin:0 "Кроколидополь"
 PROV567_latin:0 "Аполлонополь Малый"
 PROV569_latin:0 "Диосполь Великий"
 PROV576_latin:0 "Аполлонополь Великий"
 PROV589_latin:0 "Фалакр"
 PROV596_latin:0 "Арамум"
 PROV599_latin:0 "Камбус"
 PROV647_latin:0 "Левк Лимен"
 PROV650_latin:0 "Дрепан"
 PROV655_latin:0 "Серапей"
 PROV656_latin:0 "Риноколура"
 PROV660_latin:0 "Ашкелон"
 PROV661_latin:0 "Азотон"
 PROV663_latin:0 "Иоппа"
 PROV664_latin:0 "Аполлония Палестинская"
 PROV666_latin:0 "Сикамина"
 PROV667_latin:0 "Дора"
 PROV670_latin:0 "Аке"
 PROV675_latin:0 "Пелла Палестинская"
 PROV677_latin:0 "Сеффорида"
 PROV684_latin:0 "Иерихон"
 PROV686_latin:0 "Никополь Иудейский"
 PROV687_latin:0 "Иерусалим"
 PROV704_latin:0 "Элана"
 PROV714_latin:0 "Тир"
 PROV718_latin:0 "Филадельфия Палестинская"
 PROV723_latin:0 "Гипп"
 PROV733_latin:0 "Абила Декаполь"
 PROV735_latin:0 "Канафа"
 PROV739_latin:0 "Неве"
 PROV740_latin:0 "Панеас"
 PROV743_latin:0 "Тир"
 PROV744_latin:0 "Экдиппа"
 PROV746_latin:0 "Серепта"
 PROV747_latin:0 "Сидон"
 PROV748_latin:0 "Берит"
 PROV750_latin:0 "Дамаск"
 PROV755_latin:0 "Вериарака"
 PROV756_latin:0 "Кунна"
 PROV759_latin:0 "Фелсеи"
 PROV762_latin:0 "Конна"
 PROV763_latin:0 "Гелиополитана"
 PROV766_latin:0 "Библ"
 PROV767_latin:0 "Ботр"
 PROV768_latin:0 "Ливанские горы"
 PROV769_latin:0 "Триполи"
 PROV770_latin:0 "Кара"
 PROV771_latin:0 "Арка"
 PROV772_latin:0 "Лаодикея Ливанская"
 PROV779_latin:0 "Арад"
 PROV780_latin:0 "Карна"
 PROV782_latin:0 "Апамея на Оронте"
 PROV785_latin:0 "Сукас"
 PROV786_latin:0 "Лаодикея на Море"
 PROV791_latin:0 "Даркуш"
 PROV794_latin:0 "Кир"
 PROV795_latin:0 "Мириандр"
 PROV796_latin:0 "Исс"
 PROV797_latin:0 "Халкида-на-Беле"
 PROV798_latin:0 "Бероея Сирийская"
 PROV799_latin:0 "Адрона"
 PROV800_latin:0 "Генны"
 PROV804_latin:0 "Никефорий"
 PROV805_latin:0 "Амфиполь Сирийский"
 PROV807_latin:0 "Бамбика"
 PROV809_latin:0 "Эвроп"
 PROV810_latin:0 "Зевгма"
 PROV811_latin:0 "Долиха"
 PROV812_latin:0 "Никополь Сирийский"
 PROV814_latin:0 "Барбалисс"
 PROV818_latin:0 "Эдесса Ассирийская"
 PROV819_latin:0 "Карры"
 PROV827_latin:0 "Цирцесий"
 PROV829_latin:0 "Дура"
 PROV830_latin:0 "Антиохия на Мигдонии"
 PROV844_latin:0 "Антиохия Аравийская"
 PROV850_latin:0 "Оккараба"
 PROV853_latin:0 "Ихны"
 PROV859_latin:0 "Колхида"
 PROV862_latin:0 "Ниневея"
 PROV877_latin:0 "Барсалий"
 PROV884_latin:0 "Керкира"
 PROV911_latin:0 "Селевкия на Тигриде"
 PROV912_latin:0 "Ктесифон"
 PROV933_latin:0 "Апамея на Тигре"
 PROV940_latin:0 "Александрия Сузиана"
 PROV946_latin:0 "Суса"
 PROV974_latin:0 "Коссея"
 PROV1000_latin:0 "Эмпории"
 PROV1001_latin:0 "Рода"
 PROV1003_latin:0 "Бланды"
 PROV1004_latin:0 "Лаурон Индигетский"
 PROV1006_latin:0 "Барцино"
 PROV1008_latin:0 "Себендун"
 PROV1009_latin:0 "Тарракон"
 PROV1016_latin:0 "Калагуррида"
 PROV1029_latin:0 "Сагунт"
 PROV1031_latin:0 "Диан"
 PROV1032_latin:0 "Гавань Сукрон"
 PROV1033_latin:0 "Луцент"
 PROV1034_latin:0 "Гелики"
 PROV1036_latin:0 "Новый Карфаген"
 PROV1060_latin:0 "Юлия Ливийская"
 PROV1144_latin:0 "Скодра"
 PROV1278_latin:0 "Урки"
 PROV1283_latin:0 "Абдерум"
 PROV1285_latin:0 "Акцитум"
 PROV1316_latin:0 "Эбуробриттий"
 PROV1319_latin:0 "Олизипон"
 PROV1333_latin:0 "Лакобрига"
 PROV1335_latin:0 "Бальса"
 PROV1248_latin:0 "Сетабида"
 PROV1325_latin:0 "Пакенсия"
 PROV1341_latin:0 "Тартесс"
 PROV1342_latin:0 "Портус Менестеус"
 PROV1344_latin:0 "Гадес"
 PROV1345_latin:0 "Меркабл"
 PROV1348_latin:0 "Картея"
 PROV1362_latin:0 "Малака"
 PROV1366_latin:0 "Менака"
 PROV1367_latin:0 "Секстан"
 PROV1453_latin:0 "Бизантий"
 PROV1464_latin:0 "Эбес"
 PROV1470_latin:0 "Коссира"
 PROV1471_latin:0 "Мелита"
 PROV1472_latin:0 "Липара"
 PROV1473_latin:0 "Питий"
 PROV1483_latin:0 "Талабрига"
 PROV1594_latin:0 "Гераклея Мидийская"
 PROV1595_latin:0 "Экбатана"
 PROV1596_latin:0 "Апамея на Евфрате"
 PROV1601_latin:0 "Никея Ниалия"
 PROV1653_latin:0 "Калимн"
 PROV1710_latin:0 "Южная Сина"
 PROV1712_latin:0 "Антин"
 PROV1713_latin:0 "Нуцерия"
